    Time;    t;EOR
19230312;  7.6;EOR
19230313;  9.1;EOR
19230314;  9.3;EOR
19230315;  7.2;EOR
19230316;  7.7;EOR
19230317;  4.8;EOR
19230318;  4.3;EOR
19230319;  3.7;EOR
19230320;  5.4;EOR
19230321;  5.5;EOR
19230322;  6.3;EOR
19230323;  7.7;EOR
19230324;  9.1;EOR
19230325;  9.6;EOR
19230326; 11.0;EOR
19230327; 11.1;EOR
19230328; 11.1;EOR
19230329; 11.1;EOR
19230330; 11.6;EOR
19230331;  8.8;EOR
19230401;  5.3;EOR
19230402;  3.6;EOR
19230403;  4.0;EOR
19230404;  4.0;EOR
19230405;  4.8;EOR
19230406;  4.0;EOR
19230407;  7.0;EOR
19230408;  4.7;EOR
19230409;  9.3;EOR
19230410; 10.6;EOR
19230411; 13.0;EOR
19230412; 11.9;EOR
19230413; 14.3;EOR
19230414; 15.1;EOR
19230415; 12.1;EOR
19230416;  8.9;EOR
19230417;  7.6;EOR
19230418;  7.2;EOR
19230419;  6.5;EOR
19230420;  7.7;EOR
19230421; 12.1;EOR
19230422; 16.2;EOR
19230423; 14.4;EOR
19230424; 12.5;EOR
19230425; 10.5;EOR
19230426; 14.3;EOR
19230427; 14.0;EOR
19230428; 11.9;EOR
19230429;  9.6;EOR
19230430; 12.2;EOR
19230501; 15.6;EOR
19230502; 17.8;EOR
19230503; 19.5;EOR
19230504; 16.4;EOR
19230505; 16.4;EOR
19230506; 19.3;EOR
19230507; 20.3;EOR
19230508; 23.1;EOR
19230509; 21.7;EOR
19230510; 21.3;EOR
19230511; 11.2;EOR
19230512; 16.2;EOR
19230513; 10.2;EOR
19230514; 14.5;EOR
19230515; 15.9;EOR
19230516; 18.1;EOR
19230517; 16.0;EOR
19230518; 13.3;EOR
19230519;  9.6;EOR
19230520; 12.5;EOR
19230521; 14.0;EOR
19230522; 15.7;EOR
19230523; 18.2;EOR
19230524; 19.4;EOR
19230525; 21.0;EOR
19230526; 19.4;EOR
19230527; 19.3;EOR
19230528; 21.0;EOR
19230529; 19.8;EOR
19230530; 23.1;EOR
19230531; 25.0;EOR
19230601; 22.8;EOR
19230602; 19.6;EOR
19230603; 21.0;EOR
19230604; 18.8;EOR
19230605; 14.1;EOR
19230606; 13.2;EOR
19230607; 11.9;EOR
19230608; 13.7;EOR
19230609; 16.4;EOR
19230610; 20.1;EOR
19230611; 21.8;EOR
19230612; 12.9;EOR
19230613; 14.1;EOR
19230614; 15.1;EOR
19230615; 13.4;EOR
19230616; 16.0;EOR
19230617; 13.0;EOR
19230618; 14.0;EOR
19230619; 15.0;EOR
19230620; 13.6;EOR
19230621; 17.5;EOR
19230622; 16.4;EOR
19230623; 15.7;EOR
19230624; 18.5;EOR
19230625; 21.5;EOR
19230626; 17.9;EOR
19230627; 13.2;EOR
19230628; 15.6;EOR
19230629; 18.4;EOR
19230630; 17.4;EOR
19230701; 18.0;EOR
19230702; 15.2;EOR
19230703; 16.9;EOR
19230704; 18.1;EOR
19230705; 16.3;EOR
19230706; 18.5;EOR
19230707; 23.3;EOR
19230708; 23.3;EOR
19230709; 23.6;EOR
19230710; 22.4;EOR
19230711; 22.2;EOR
19230712; 23.1;EOR
19230713; 24.5;EOR
19230714; 24.8;EOR
19230715; 27.5;EOR
19230716; 24.9;EOR
19230717; 24.0;EOR
19230718; 25.7;EOR
19230719; 21.5;EOR
19230720; 21.3;EOR
19230721; 22.6;EOR
19230722; 22.5;EOR
19230723; 21.8;EOR
19230724; 22.9;EOR
19230725; 22.5;EOR
19230726; 22.4;EOR
19230727; 19.4;EOR
19230728; 20.0;EOR
19230729; 21.9;EOR
19230730; 22.3;EOR
19230731; 25.4;EOR
19230801; 21.1;EOR
19230802; 21.0;EOR
19230803; 23.7;EOR
19230804; 21.8;EOR
19230805; 20.2;EOR
19230806; 19.3;EOR
19230807; 20.4;EOR
19230808; 21.5;EOR
19230809; 22.4;EOR
19230810; 25.2;EOR
19230811; 26.1;EOR
19230812; 21.4;EOR
19230813; 19.5;EOR
19230814; 22.8;EOR
19230815; 23.7;EOR
19230816; 17.6;EOR
19230817; 17.7;EOR
19230818; 21.4;EOR
19230819; 16.0;EOR
19230820; 17.9;EOR
19230821; 17.8;EOR
19230822; 21.6;EOR
19230823; 19.6;EOR
19230824; 20.8;EOR
19230825; 21.9;EOR
19230826; 22.9;EOR
19230827; 23.0;EOR
19230828; 19.6;EOR
19230829; 18.2;EOR
19230830; 19.4;EOR
19230831; 21.8;EOR
19230901; 22.9;EOR
19230902; 19.0;EOR
19230903; 20.4;EOR
19230904; 14.3;EOR
19230905; 15.1;EOR
19230906; 16.8;EOR
19230907; 16.1;EOR
19230908; 17.1;EOR
19230909; 15.5;EOR
19230910; 14.9;EOR
19230911; 16.7;EOR
19230912; 18.2;EOR
19230913; 18.6;EOR
19230914; 19.6;EOR
19230915; 17.0;EOR
19230916; 18.0;EOR
19230917; 18.7;EOR
19230918; 20.9;EOR
19230919; 17.1;EOR
19230920; 13.1;EOR
19230921; 15.2;EOR
19230922; 17.4;EOR
19230923; 18.4;EOR
19230924; 16.2;EOR
19230925; 13.1;EOR
19230926; 15.0;EOR
19230927; 14.8;EOR
19230928; 13.7;EOR
19230929; 14.7;EOR
19230930; 16.0;EOR
19231001; 18.6;EOR
19231002; 17.9;EOR
19231003; 16.4;EOR
19231004; 15.0;EOR
19231005; 14.1;EOR
19231006;  9.7;EOR
19231007;  9.4;EOR
19231008; 11.1;EOR
19231009; 13.4;EOR
19231010; 14.3;EOR
19231011; 14.1;EOR
19231012; 13.8;EOR
19231013; 17.6;EOR
19231014; 14.5;EOR
19231015;  9.5;EOR
19231016;  8.4;EOR
19231017;  7.7;EOR
19231018;  9.1;EOR
19231019;  8.5;EOR
19231020; 10.6;EOR
19231021; 12.4;EOR
19231022; 15.8;EOR
19231023; 14.0;EOR
19231024; 19.7;EOR
19231025; 18.5;EOR
19231026; 17.0;EOR
19231027; 15.0;EOR
19231028; 15.6;EOR
19231029; 14.6;EOR
19231030; 14.1;EOR
19231031; 12.2;EOR
19231101;  8.3;EOR
19231102;  7.7;EOR
19231103;  9.8;EOR
19231104; 10.1;EOR
19231105;  9.5;EOR
19231106; 10.6;EOR
19231107; 10.1;EOR
19231108; 11.2;EOR
19231109;  7.2;EOR
19231110;  6.6;EOR
19231111;  7.5;EOR
19231112;  9.2;EOR
19231113;  7.6;EOR
19231114;  9.5;EOR
19231115;  8.2;EOR
19231116;  7.2;EOR
19231117;  8.8;EOR
19231118;  7.3;EOR
19231119;  5.0;EOR
19231120;  2.5;EOR
19231121;  4.1;EOR
19231122;  6.0;EOR
19231123;  2.5;EOR
19231124;  1.0;EOR
19231125;  1.3;EOR
19231126;  1.5;EOR
19231127;  3.9;EOR
19231128;  3.3;EOR
19231129;  8.5;EOR
19231130;  6.6;EOR
19231201;  6.3;EOR
19231202;  6.9;EOR
19231203;  6.9;EOR
19231204;  5.3;EOR
19231205;  4.2;EOR
19231206;  5.1;EOR
19231207;  6.7;EOR
19231208;  5.7;EOR
19231209;  6.9;EOR
19231210;  7.1;EOR
19231211;  6.2;EOR
19231212;  3.7;EOR
19231213;  3.8;EOR
19231214;  4.7;EOR
19231215;  4.0;EOR
19231216;  2.4;EOR
19231217;  4.3;EOR
19231218;  8.2;EOR
19231219;  4.7;EOR
19231220;  0.7;EOR
19231221; -3.1;EOR
19231222; -5.9;EOR
19231223; -5.7;EOR
19231224; -5.7;EOR
19231225; -2.5;EOR
19231226; -4.9;EOR
19231227; -8.9;EOR
19231228;-10.2;EOR
19231229; -6.2;EOR
19231230; -8.0;EOR
19231231; -8.0;EOR
19240101; -7.5;EOR
19240102; -6.9;EOR
19240103; -3.0;EOR
19240104; -3.3;EOR
19240105; -7.8;EOR
19240106; -4.5;EOR
19240107; -8.1;EOR
19240108; -6.3;EOR
19240109; -1.6;EOR
19240110; -1.9;EOR
19240111; -0.9;EOR
19240112;  0.0;EOR
19240113; -5.1;EOR
19240114; -4.0;EOR
19240115; -6.1;EOR
19240116; -4.0;EOR
19240117;  0.2;EOR
19240118;  2.2;EOR
19240119;  1.5;EOR
19240120;  1.8;EOR
19240121;  3.8;EOR
19240122;  0.4;EOR
19240123; -6.5;EOR
19240124; -8.6;EOR
19240125; -8.5;EOR
19240126; -4.6;EOR
19240127; -2.7;EOR
19240128;  1.1;EOR
19240129; -1.0;EOR
19240130; -2.0;EOR
19240131; -3.3;EOR
19240201; -3.9;EOR
19240202; -0.4;EOR
19240203;  1.9;EOR
19240204;  4.6;EOR
19240205;  5.9;EOR
19240206;  2.0;EOR
19240207; -0.2;EOR
19240208; -1.1;EOR
19240209; -2.8;EOR
19240210; -4.5;EOR
19240211;  0.5;EOR
19240212;  2.4;EOR
19240213;  1.2;EOR
19240214;  2.6;EOR
19240215;  1.7;EOR
19240216;  0.5;EOR
19240217; -1.8;EOR
19240218; -1.8;EOR
19240219; -0.7;EOR
19240220; -0.8;EOR
19240221; -2.6;EOR
19240222; -1.3;EOR
19240223; -0.7;EOR
19240224; -3.9;EOR
19240225; -4.4;EOR
19240226; -2.2;EOR
19240227; -0.1;EOR
19240228;  0.1;EOR
19240229; -3.4;EOR
19240301; -2.0;EOR
19240302;  1.9;EOR
19240303;  4.1;EOR
19240304;  2.7;EOR
19240305;  5.1;EOR
19240306;  4.3;EOR
19240307;  4.5;EOR
19240308;  2.1;EOR
19240309;  2.5;EOR
19240310;  0.5;EOR
19240311;  3.7;EOR
19240312;  1.0;EOR
19240313;  0.1;EOR
19240314; -0.6;EOR
19240315; -2.6;EOR
19240316;  1.2;EOR
19240317;  2.8;EOR
19240318;  3.1;EOR
19240319;  2.1;EOR
19240320;  3.7;EOR
19240321;  4.6;EOR
19240322;  6.9;EOR
19240323;  9.2;EOR
19240324; 10.3;EOR
19240325; 12.0;EOR
19240326; 13.0;EOR
19240327; 12.1;EOR
19240328; 12.5;EOR
19240329; 12.7;EOR
19240330;  9.1;EOR
19240331;  6.2;EOR
19240401;  8.9;EOR
19240402;  8.9;EOR
19240403;  7.3;EOR
19240404;  8.6;EOR
19240405;  5.4;EOR
19240406;  7.1;EOR
19240407;  7.9;EOR
19240408; 10.0;EOR
19240409; 10.3;EOR
19240410;  9.1;EOR
19240411;  6.9;EOR
19240412;  3.8;EOR
19240413;  6.1;EOR
19240414;  8.3;EOR
19240415; 11.4;EOR
19240416; 11.3;EOR
19240417; 10.0;EOR
19240418;  7.3;EOR
19240419; 10.3;EOR
19240420; 11.6;EOR
19240421; 12.0;EOR
19240422;  8.3;EOR
19240423;  6.4;EOR
19240424;  7.9;EOR
19240425; 14.7;EOR
19240426; 15.4;EOR
19240427; 13.3;EOR
19240428; 15.9;EOR
19240429; 13.1;EOR
19240430; 11.3;EOR
19240501; 11.7;EOR
19240502; 12.3;EOR
19240503; 14.0;EOR
19240504; 13.1;EOR
19240505; 10.2;EOR
19240506; 13.2;EOR
19240507; 18.0;EOR
19240508; 20.7;EOR
19240509; 12.1;EOR
19240510; 13.4;EOR
19240511; 11.7;EOR
19240512; 15.2;EOR
19240513; 17.5;EOR
19240514; 20.0;EOR
19240515; 21.0;EOR
19240516; 22.0;EOR
19240517; 19.2;EOR
19240518; 16.6;EOR
19240519; 19.2;EOR
19240520; 22.2;EOR
19240521; 21.1;EOR
19240522; 20.0;EOR
19240523; 22.0;EOR
19240524; 21.7;EOR
19240525; 23.6;EOR
19240526; 23.9;EOR
19240527; 21.3;EOR
19240528; 24.2;EOR
19240529; 22.4;EOR
19240530; 21.7;EOR
19240531; 22.2;EOR
19240601; 22.3;EOR
19240602; 22.1;EOR
19240603; 17.3;EOR
19240604; 17.2;EOR
19240605; 19.6;EOR
19240606; 16.6;EOR
19240607; 17.8;EOR
19240608; 18.2;EOR
19240609; 20.2;EOR
19240610; 20.8;EOR
19240611; 20.1;EOR
19240612; 22.1;EOR
19240613; 20.1;EOR
19240614; 17.4;EOR
19240615; 16.0;EOR
19240616; 15.7;EOR
19240617; 16.8;EOR
19240618; 17.0;EOR
19240619; 20.7;EOR
19240620; 22.3;EOR
19240621; 23.6;EOR
19240622; 20.5;EOR
19240623; 22.4;EOR
19240624; 21.7;EOR
19240625; 20.6;EOR
19240626; 19.4;EOR
19240627; 19.9;EOR
19240628; 21.8;EOR
19240629; 19.0;EOR
19240630; 21.6;EOR
19240701; 23.1;EOR
19240702; 21.2;EOR
19240703; 22.2;EOR
19240704; 25.0;EOR
19240705; 27.1;EOR
19240706; 24.9;EOR
19240707; 22.2;EOR
19240708; 21.9;EOR
19240709; 21.4;EOR
19240710; 19.9;EOR
19240711; 18.6;EOR
19240712; 19.8;EOR
19240713; 21.7;EOR
19240714; 22.3;EOR
19240715; 18.9;EOR
19240716; 18.2;EOR
19240717; 20.9;EOR
19240718; 21.6;EOR
19240719; 19.1;EOR
19240720; 20.4;EOR
19240721; 22.0;EOR
19240722; 23.3;EOR
19240723; 22.4;EOR
19240724; 19.0;EOR
19240725; 15.8;EOR
19240726; 16.6;EOR
19240727; 16.3;EOR
19240728; 17.8;EOR
19240729; 20.5;EOR
19240730; 20.2;EOR
19240731; 17.2;EOR
19240801; 19.9;EOR
19240802; 21.1;EOR
19240803; 21.0;EOR
19240804; 17.8;EOR
19240805; 18.6;EOR
19240806; 20.2;EOR
19240807; 21.5;EOR
19240808; 23.1;EOR
19240809; 20.4;EOR
19240810; 20.6;EOR
19240811; 19.7;EOR
19240812; 22.2;EOR
19240813; 22.7;EOR
19240814; 20.9;EOR
19240815; 18.0;EOR
19240816; 18.9;EOR
19240817; 19.8;EOR
19240818; 20.0;EOR
19240819; 18.6;EOR
19240820; 19.2;EOR
19240821; 15.7;EOR
19240822; 17.3;EOR
19240823; 17.4;EOR
19240824; 15.4;EOR
19240825; 16.2;EOR
19240826; 14.9;EOR
19240827; 14.1;EOR
19240828; 17.3;EOR
19240829; 18.0;EOR
19240830; 16.3;EOR
19240831; 18.4;EOR
19240901; 18.0;EOR
19240902; 16.9;EOR
19240903; 14.2;EOR
19240904; 14.4;EOR
19240905; 15.6;EOR
19240906; 16.0;EOR
19240907; 18.4;EOR
19240908; 19.3;EOR
19240909; 21.7;EOR
19240910; 18.7;EOR
19240911; 16.4;EOR
19240912; 16.8;EOR
19240913; 16.0;EOR
19240914; 16.2;EOR
19240915; 18.4;EOR
19240916; 17.5;EOR
19240917; 17.3;EOR
19240918; 17.0;EOR
19240919; 17.1;EOR
19240920; 18.0;EOR
19240921; 18.2;EOR
19240922; 21.3;EOR
19240923; 19.6;EOR
19240924; 21.5;EOR
19240925; 21.7;EOR
19240926; 21.4;EOR
19240927; 15.3;EOR
19240928; 14.3;EOR
19240929; 14.3;EOR
19240930; 13.3;EOR
19241001; 14.5;EOR
19241002; 18.5;EOR
19241003; 14.3;EOR
19241004; 14.5;EOR
19241005; 16.7;EOR
19241006; 16.3;EOR
19241007; 15.7;EOR
19241008; 14.6;EOR
19241009; 14.3;EOR
19241010; 14.1;EOR
19241011; 11.7;EOR
19241012; 12.0;EOR
19241013; 12.1;EOR
19241014;  9.9;EOR
19241015;  9.9;EOR
19241016;  8.5;EOR
19241017;  7.1;EOR
19241018;  8.7;EOR
19241019;  7.9;EOR
19241020;  8.2;EOR
19241021; 10.2;EOR
19241022;  8.9;EOR
19241023;  8.2;EOR
19241024;  6.7;EOR
19241025;  7.8;EOR
19241026;  8.9;EOR
19241027;  9.9;EOR
19241028;  8.4;EOR
19241029;  8.5;EOR
19241030;  7.6;EOR
19241031; 12.0;EOR
19241101; 12.3;EOR
19241102; 13.6;EOR
19241103; 14.5;EOR
19241104; 12.1;EOR
19241105;  8.3;EOR
19241106;  7.5;EOR
19241107;  4.0;EOR
19241108;  4.1;EOR
19241109;  1.5;EOR
19241110;  2.1;EOR
19241111;  5.1;EOR
19241112;  3.9;EOR
19241113;  0.2;EOR
19241114; -3.0;EOR
19241115; -3.9;EOR
19241116; -1.1;EOR
19241117; -1.0;EOR
19241118; -0.2;EOR
19241119; -2.4;EOR
19241120;  1.3;EOR
19241121;  1.5;EOR
19241122;  3.1;EOR
19241123;  5.2;EOR
19241124;  3.1;EOR
19241125;  1.1;EOR
19241126; -0.5;EOR
19241127; -1.1;EOR
19241128; -0.3;EOR
19241129;  2.9;EOR
19241130;  1.7;EOR
19241201;  4.5;EOR
19241202;  4.0;EOR
19241203;  6.3;EOR
19241204;  8.3;EOR
19241205;  8.9;EOR
19241206;  6.3;EOR
19241207;  2.6;EOR
19241208;  2.8;EOR
19241209;  2.9;EOR
19241210;  1.0;EOR
19241211; -2.0;EOR
19241212; -5.2;EOR
19241213; -6.7;EOR
19241214; -5.9;EOR
19241215; -2.3;EOR
19241216; -2.2;EOR
19241217; -2.0;EOR
19241218; -2.3;EOR
19241219; -2.9;EOR
19241220; -3.3;EOR
19241221; -2.1;EOR
19241222;  0.5;EOR
19241223; -1.1;EOR
19241224; -2.7;EOR
19241225; -4.0;EOR
19241226; -2.7;EOR
19241227; -2.4;EOR
19241228; -2.6;EOR
19241229;  1.4;EOR
19241230;  1.9;EOR
19241231; -0.9;EOR
19250101; -0.6;EOR
19250102;  0.1;EOR
19250103;  4.0;EOR
19250104;  4.2;EOR
19250105;  4.6;EOR
19250106;  3.0;EOR
19250107;  2.1;EOR
19250108;  4.2;EOR
19250109;  2.2;EOR
19250110;  3.6;EOR
19250111;  3.4;EOR
19250112;  3.1;EOR
19250113; -0.5;EOR
19250114;  1.3;EOR
19250115; -1.9;EOR
19250116; -1.3;EOR
19250117; -2.2;EOR
19250118; -2.6;EOR
19250119; -0.8;EOR
19250120; -0.3;EOR
19250121; -4.2;EOR
19250122; -5.8;EOR
19250123; -6.2;EOR
19250124; -6.6;EOR
19250125; -4.9;EOR
19250126; -2.8;EOR
19250127; -2.5;EOR
19250128;  0.1;EOR
19250129;  3.4;EOR
19250130;  3.6;EOR
19250131;  7.0;EOR
19250201;  5.1;EOR
19250202;  2.2;EOR
19250203;  2.6;EOR
19250204;  5.5;EOR
19250205;  5.1;EOR
19250206;  2.9;EOR
19250207;  3.0;EOR
19250208;  2.8;EOR
19250209;  2.9;EOR
19250210;  6.6;EOR
19250211;  5.9;EOR
19250212;  8.5;EOR
19250213;  7.5;EOR
19250214; 10.2;EOR
19250215; 11.1;EOR
19250216; 10.7;EOR
19250217;  7.3;EOR
19250218;  7.3;EOR
19250219;  6.6;EOR
19250220;  3.7;EOR
19250221;  3.6;EOR
19250222;  5.6;EOR
19250223;  5.7;EOR
19250224;  5.0;EOR
19250225;  4.2;EOR
19250226;  2.4;EOR
19250227;  3.6;EOR
19250228;  8.3;EOR
19250301;  9.2;EOR
19250302;  7.3;EOR
19250303;  9.2;EOR
19250304;  8.9;EOR
19250305;  3.4;EOR
19250306;  4.5;EOR
19250307;  8.9;EOR
19250308;  9.8;EOR
19250309;  4.0;EOR
19250310;  2.1;EOR
19250311; -0.1;EOR
19250312; -0.9;EOR
19250313; -2.7;EOR
19250314;  0.7;EOR
19250315;  2.9;EOR
19250316; -0.9;EOR
19250317; -0.1;EOR
19250318;  0.2;EOR
19250319;  0.5;EOR
19250320;  2.2;EOR
19250321;  3.6;EOR
19250322;  7.0;EOR
19250323;  8.1;EOR
19250324; 10.2;EOR
19250325;  9.6;EOR
19250326; 13.7;EOR
19250327; 13.2;EOR
19250328; 11.5;EOR
19250329;  4.3;EOR
19250330;  3.7;EOR
19250331;  4.9;EOR
19250401;  5.4;EOR
19250402;  7.3;EOR
19250403;  9.5;EOR
19250404; 10.0;EOR
19250405; 12.8;EOR
19250406; 12.4;EOR
19250407; 11.4;EOR
19250408; 12.7;EOR
19250409; 11.7;EOR
19250410; 11.9;EOR
19250411; 13.7;EOR
19250412; 12.8;EOR
19250413; 12.6;EOR
19250414; 12.8;EOR
19250415; 13.1;EOR
19250416;  9.6;EOR
19250417;  7.6;EOR
19250418;  8.7;EOR
19250419; 12.8;EOR
19250420; 12.6;EOR
19250421; 10.3;EOR
19250422; 10.0;EOR
19250423; 11.7;EOR
19250424; 14.3;EOR
19250425; 16.3;EOR
19250426; 13.1;EOR
19250427; 11.0;EOR
19250428; 10.5;EOR
19250429;  8.7;EOR
19250430; 12.1;EOR
19250501; 12.2;EOR
19250502;  9.6;EOR
19250503; 10.8;EOR
19250504; 14.3;EOR
19250505; 17.5;EOR
19250506; 16.4;EOR
19250507; 16.4;EOR
19250508; 16.3;EOR
19250509; 17.4;EOR
19250510; 19.9;EOR
19250511; 18.1;EOR
19250512; 18.4;EOR
19250513; 18.9;EOR
19250514; 21.9;EOR
19250515; 23.0;EOR
19250516; 23.5;EOR
19250517; 21.1;EOR
19250518; 19.8;EOR
19250519; 13.3;EOR
19250520; 11.9;EOR
19250521; 16.3;EOR
19250522; 17.9;EOR
19250523; 20.2;EOR
19250524; 20.3;EOR
19250525; 18.7;EOR
19250526; 20.0;EOR
19250527; 15.8;EOR
19250528; 16.3;EOR
19250529; 19.2;EOR
19250530; 21.8;EOR
19250531; 23.2;EOR
19250601; 23.9;EOR
19250602; 24.0;EOR
19250603; 22.1;EOR
19250604; 16.7;EOR
19250605; 17.3;EOR
19250606; 17.0;EOR
19250607; 17.2;EOR
19250608; 17.9;EOR
19250609; 17.4;EOR
19250610; 15.6;EOR
19250611; 18.6;EOR
19250612; 24.0;EOR
19250613; 22.0;EOR
19250614; 18.7;EOR
19250615; 14.6;EOR
19250616; 18.1;EOR
19250617; 20.2;EOR
19250618; 15.9;EOR
19250619; 15.7;EOR
19250620; 16.2;EOR
19250621; 15.2;EOR
19250622; 18.5;EOR
19250623; 16.6;EOR
19250624; 17.7;EOR
19250625; 17.6;EOR
19250626; 15.4;EOR
19250627; 17.5;EOR
19250628; 16.4;EOR
19250629; 14.9;EOR
19250630; 16.2;EOR
19250701; 18.0;EOR
19250702; 20.9;EOR
19250703; 21.3;EOR
19250704; 22.1;EOR
19250705; 23.1;EOR
19250706; 22.2;EOR
19250707; 22.6;EOR
19250708; 22.2;EOR
19250709; 22.7;EOR
19250710; 21.5;EOR
19250711; 18.0;EOR
19250712; 15.6;EOR
19250713; 19.6;EOR
19250714; 20.3;EOR
19250715; 22.6;EOR
19250716; 20.8;EOR
19250717; 20.8;EOR
19250718; 20.3;EOR
19250719; 20.8;EOR
19250720; 21.5;EOR
19250721; 21.6;EOR
19250722; 22.0;EOR
19250723; 24.4;EOR
19250724; 21.6;EOR
19250725; 21.5;EOR
19250726; 21.1;EOR
19250727; 23.4;EOR
19250728; 19.8;EOR
19250729; 20.5;EOR
19250730; 23.1;EOR
19250731; 22.2;EOR
19250801; 20.6;EOR
19250802; 19.3;EOR
19250803; 14.8;EOR
19250804; 17.3;EOR
19250805; 20.2;EOR
19250806; 18.9;EOR
19250807; 18.8;EOR
19250808; 20.3;EOR
19250809; 23.4;EOR
19250810; 22.3;EOR
19250811; 22.9;EOR
19250812; 23.6;EOR
19250813; 24.4;EOR
19250814; 23.7;EOR
19250815; 23.1;EOR
19250816; 17.1;EOR
19250817; 16.8;EOR
19250818; 21.1;EOR
19250819; 24.0;EOR
19250820; 23.3;EOR
19250821; 19.9;EOR
19250822; 21.0;EOR
19250823; 20.8;EOR
19250824; 23.1;EOR
19250825; 22.6;EOR
19250826; 17.7;EOR
19250827; 17.5;EOR
19250828; 18.6;EOR
19250829; 17.5;EOR
19250830; 17.4;EOR
19250831; 16.0;EOR
19250901; 17.1;EOR
19250902; 17.9;EOR
19250903; 14.2;EOR
19250904; 11.4;EOR
19250905; 11.4;EOR
19250906; 11.9;EOR
19250907; 10.8;EOR
19250908; 14.5;EOR
19250909; 14.1;EOR
19250910; 15.9;EOR
19250911; 14.7;EOR
19250912; 12.7;EOR
19250913; 12.6;EOR
19250914; 12.5;EOR
19250915; 11.2;EOR
19250916; 11.3;EOR
19250917; 12.3;EOR
19250918; 12.2;EOR
19250919; 14.0;EOR
19250920; 17.5;EOR
19250921; 21.1;EOR
19250922; 19.0;EOR
19250923; 20.4;EOR
19250924; 21.0;EOR
19250925; 16.3;EOR
19250926; 14.4;EOR
19250927; 12.5;EOR
19250928; 12.7;EOR
19250929; 11.9;EOR
19250930; 15.4;EOR
19251001; 17.6;EOR
19251002; 18.3;EOR
19251003; 17.1;EOR
19251004; 17.6;EOR
19251005; 11.6;EOR
19251006; 13.2;EOR
19251007; 15.9;EOR
19251008; 14.1;EOR
19251009;  9.1;EOR
19251010;  9.0;EOR
19251011;  9.0;EOR
19251012; 10.6;EOR
19251013;  8.9;EOR
19251014;  8.3;EOR
19251015;  7.2;EOR
19251016;  6.7;EOR
19251017;  6.1;EOR
19251018; 11.2;EOR
19251019; 11.0;EOR
19251020;  4.4;EOR
19251021;  4.4;EOR
19251022;  7.8;EOR
19251023; 14.1;EOR
19251024; 14.7;EOR
19251025; 11.2;EOR
19251026; 10.0;EOR
19251027;  9.4;EOR
19251028; 12.7;EOR
19251029; 13.4;EOR
19251030; 12.3;EOR
19251031; 13.2;EOR
19251101; 11.8;EOR
19251102;  9.7;EOR
19251103;  9.7;EOR
19251104; 13.0;EOR
19251105; 12.9;EOR
19251106; 11.6;EOR
19251107;  8.9;EOR
19251108;  8.8;EOR
19251109; 11.4;EOR
19251110;  9.5;EOR
19251111;  9.9;EOR
19251112;  9.1;EOR
19251113; 11.4;EOR
19251114; 11.6;EOR
19251115;  9.0;EOR
19251116;  6.4;EOR
19251117;  7.2;EOR
19251118;  4.5;EOR
19251119;  1.3;EOR
19251120; -0.1;EOR
19251121;  0.6;EOR
19251122;  0.9;EOR
19251123;  1.2;EOR
19251124;  3.2;EOR
19251125;  0.9;EOR
19251126;  1.1;EOR
19251127; -1.5;EOR
19251128; -3.4;EOR
19251129; -2.4;EOR
19251130; -5.2;EOR
19251201; -4.1;EOR
19251202; -3.2;EOR
19251203; -8.9;EOR
19251204; -7.0;EOR
19251205; -7.5;EOR
19251206; -9.4;EOR
19251207;-10.1;EOR
19251208;-13.1;EOR
19251209;-12.1;EOR
19251210; -8.5;EOR
19251211; -4.8;EOR
19251212; -0.9;EOR
19251213; -0.9;EOR
19251214; -2.8;EOR
19251215; -3.0;EOR
19251216; -5.8;EOR
19251217; -7.8;EOR
19251218; -5.3;EOR
19251219; -7.1;EOR
19251220; -0.6;EOR
19251221;  1.9;EOR
19251222;  1.9;EOR
19251223;  4.8;EOR
19251224;  3.3;EOR
19251225;  2.5;EOR
19251226;  1.2;EOR
19251227;  1.6;EOR
19251228;  6.1;EOR
19251229;  6.3;EOR
19251230;  8.7;EOR
19251231; 11.9;EOR
19260101;  6.6;EOR
19260102;  2.0;EOR
19260103;  3.2;EOR
19260104;  4.8;EOR
19260105;  3.5;EOR
19260106;  4.4;EOR
19260107;  2.8;EOR
19260108;  3.7;EOR
19260109;  2.5;EOR
19260110;  1.8;EOR
19260111; -2.8;EOR
19260112; -9.6;EOR
19260113; -6.2;EOR
19260114;  0.3;EOR
19260115;  2.3;EOR
19260116; -2.1;EOR
19260117; -4.8;EOR
19260118; -3.1;EOR
19260119; -1.5;EOR
19260120; -3.1;EOR
19260121; -2.4;EOR
19260122; -2.1;EOR
19260123; -4.7;EOR
19260124; -2.4;EOR
19260125;  1.6;EOR
19260126;  1.9;EOR
19260127;  2.3;EOR
19260128; -0.2;EOR
19260129;  0.9;EOR
19260130;  2.2;EOR
19260131;  2.8;EOR
19260201;  2.6;EOR
19260202;  2.7;EOR
19260203;  4.4;EOR
19260204;  6.1;EOR
19260205;  7.5;EOR
19260206;  5.3;EOR
19260207;  6.2;EOR
19260208;  1.5;EOR
19260209;  0.9;EOR
19260210;  5.0;EOR
19260211;  5.6;EOR
19260212;  6.1;EOR
19260213;  5.2;EOR
19260214;  6.5;EOR
19260215;  5.5;EOR
19260216;  4.1;EOR
19260217;  2.3;EOR
19260218;  5.3;EOR
19260219;  4.9;EOR
